manifest_index,task_id,task_group,prompt_id,oracle_length,length_bucket,frozen_controller_test_row,frozen_controller_test_exclusion_flag,source_dataset,model
739,SingleLineInfilling/HumanEval/132/L0,HumanEval/132,L0,7,<=8,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
740,SingleLineInfilling/HumanEval/132/L1,HumanEval/132,L1,7,<=8,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
741,SingleLineInfilling/HumanEval/132/L2,HumanEval/132,L2,8,<=8,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
742,SingleLineInfilling/HumanEval/132/L3,HumanEval/132,L3,8,<=8,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
743,SingleLineInfilling/HumanEval/132/L4,HumanEval/132,L4,8,<=8,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
744,SingleLineInfilling/HumanEval/132/L5,HumanEval/132,L5,3,<=8,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
745,SingleLineInfilling/HumanEval/132/L6,HumanEval/132,L6,8,<=8,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
746,SingleLineInfilling/HumanEval/132/L7,HumanEval/132,L7,7,<=8,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
747,SingleLineInfilling/HumanEval/132/L8,HumanEval/132,L8,6,<=8,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
748,SingleLineInfilling/HumanEval/132/L9,HumanEval/132,L9,6,<=8,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
749,SingleLineInfilling/HumanEval/132/L10,HumanEval/132,L10,10,9-12,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
750,SingleLineInfilling/HumanEval/132/L11,HumanEval/132,L11,9,9-12,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
751,SingleLineInfilling/HumanEval/132/L12,HumanEval/132,L12,14,13-16,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
752,SingleLineInfilling/HumanEval/132/L13,HumanEval/132,L13,6,<=8,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
753,SingleLineInfilling/HumanEval/132/L14,HumanEval/132,L14,6,<=8,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
754,SingleLineInfilling/HumanEval/132/L15,HumanEval/132,L15,7,<=8,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
755,SingleLineInfilling/HumanEval/133/L0,HumanEval/133,L0,4,<=8,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
756,SingleLineInfilling/HumanEval/133/L1,HumanEval/133,L1,6,<=8,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
757,SingleLineInfilling/HumanEval/133/L2,HumanEval/133,L2,6,<=8,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
758,SingleLineInfilling/HumanEval/133/L3,HumanEval/133,L3,9,9-12,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
759,SingleLineInfilling/HumanEval/133/L4,HumanEval/133,L4,4,<=8,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
760,SingleLineInfilling/HumanEval/134/L1,HumanEval/134,L1,10,9-12,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
761,SingleLineInfilling/HumanEval/134/L2,HumanEval/134,L2,28,25+,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
762,SingleLineInfilling/HumanEval/136/L0,HumanEval/136,L0,15,13-16,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
763,SingleLineInfilling/HumanEval/136/L1,HumanEval/136,L1,15,13-16,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
764,SingleLineInfilling/HumanEval/136/L2,HumanEval/136,L2,21,17-24,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
765,SingleLineInfilling/HumanEval/137/L0,HumanEval/137,L0,11,9-12,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
766,SingleLineInfilling/HumanEval/137/L1,HumanEval/137,L1,17,17-24,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
767,SingleLineInfilling/HumanEval/137/L2,HumanEval/137,L2,17,17-24,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
768,SingleLineInfilling/HumanEval/137/L3,HumanEval/137,L3,14,13-16,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
769,SingleLineInfilling/HumanEval/137/L4,HumanEval/137,L4,16,13-16,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
770,SingleLineInfilling/HumanEval/138/L0,HumanEval/138,L0,14,13-16,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
771,SingleLineInfilling/HumanEval/139/L0,HumanEval/139,L0,7,<=8,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
772,SingleLineInfilling/HumanEval/139/L1,HumanEval/139,L1,7,<=8,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
773,SingleLineInfilling/HumanEval/139/L2,HumanEval/139,L2,12,9-12,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
774,SingleLineInfilling/HumanEval/139/L3,HumanEval/139,L3,6,<=8,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
775,SingleLineInfilling/HumanEval/139/L4,HumanEval/139,L4,7,<=8,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
776,SingleLineInfilling/HumanEval/139/L5,HumanEval/139,L5,5,<=8,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
777,SingleLineInfilling/HumanEval/140/L0,HumanEval/140,L0,5,<=8,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
778,SingleLineInfilling/HumanEval/140/L1,HumanEval/140,L1,6,<=8,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
779,SingleLineInfilling/HumanEval/140/L2,HumanEval/140,L2,11,9-12,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
780,SingleLineInfilling/HumanEval/140/L3,HumanEval/140,L3,7,<=8,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
781,SingleLineInfilling/HumanEval/140/L4,HumanEval/140,L4,9,9-12,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
782,SingleLineInfilling/HumanEval/140/L5,HumanEval/140,L5,6,<=8,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
783,SingleLineInfilling/HumanEval/140/L6,HumanEval/140,L6,3,<=8,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
784,SingleLineInfilling/HumanEval/140/L7,HumanEval/140,L7,9,9-12,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
785,SingleLineInfilling/HumanEval/140/L8,HumanEval/140,L8,9,9-12,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
786,SingleLineInfilling/HumanEval/140/L9,HumanEval/140,L9,9,9-12,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
787,SingleLineInfilling/HumanEval/140/L10,HumanEval/140,L10,13,13-16,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
788,SingleLineInfilling/HumanEval/140/L11,HumanEval/140,L11,3,<=8,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
789,SingleLineInfilling/HumanEval/140/L12,HumanEval/140,L12,7,<=8,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
790,SingleLineInfilling/HumanEval/140/L13,HumanEval/140,L13,13,13-16,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
791,SingleLineInfilling/HumanEval/140/L14,HumanEval/140,L14,5,<=8,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
792,SingleLineInfilling/HumanEval/140/L15,HumanEval/140,L15,9,9-12,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
793,SingleLineInfilling/HumanEval/140/L16,HumanEval/140,L16,5,<=8,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
794,SingleLineInfilling/HumanEval/140/L17,HumanEval/140,L17,9,9-12,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
795,SingleLineInfilling/HumanEval/140/L18,HumanEval/140,L18,6,<=8,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
796,SingleLineInfilling/HumanEval/140/L19,HumanEval/140,L19,5,<=8,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
797,SingleLineInfilling/HumanEval/141/L0,HumanEval/141,L0,12,9-12,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
798,SingleLineInfilling/HumanEval/141/L1,HumanEval/141,L1,10,9-12,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
799,SingleLineInfilling/HumanEval/141/L2,HumanEval/141,L2,9,9-12,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
800,SingleLineInfilling/HumanEval/141/L3,HumanEval/141,L3,5,<=8,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
801,SingleLineInfilling/HumanEval/141/L4,HumanEval/141,L4,10,9-12,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
802,SingleLineInfilling/HumanEval/141/L5,HumanEval/141,L5,5,<=8,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
803,SingleLineInfilling/HumanEval/141/L6,HumanEval/141,L6,11,9-12,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
804,SingleLineInfilling/HumanEval/141/L7,HumanEval/141,L7,5,<=8,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
805,SingleLineInfilling/HumanEval/141/L8,HumanEval/141,L8,12,9-12,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
806,SingleLineInfilling/HumanEval/141/L9,HumanEval/141,L9,5,<=8,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
807,SingleLineInfilling/HumanEval/141/L10,HumanEval/141,L10,17,17-24,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
808,SingleLineInfilling/HumanEval/141/L11,HumanEval/141,L11,7,<=8,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
809,SingleLineInfilling/HumanEval/141/L12,HumanEval/141,L12,5,<=8,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
810,SingleLineInfilling/HumanEval/141/L13,HumanEval/141,L13,5,<=8,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
811,SingleLineInfilling/HumanEval/142/L0,HumanEval/142,L0,4,<=8,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
812,SingleLineInfilling/HumanEval/142/L1,HumanEval/142,L1,8,<=8,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
813,SingleLineInfilling/HumanEval/142/L2,HumanEval/142,L2,9,9-12,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
814,SingleLineInfilling/HumanEval/142/L3,HumanEval/142,L3,8,<=8,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
815,SingleLineInfilling/HumanEval/142/L4,HumanEval/142,L4,17,17-24,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
816,SingleLineInfilling/HumanEval/142/L5,HumanEval/142,L5,8,<=8,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
817,SingleLineInfilling/HumanEval/142/L6,HumanEval/142,L6,3,<=8,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
818,SingleLineInfilling/HumanEval/142/L7,HumanEval/142,L7,6,<=8,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
819,SingleLineInfilling/HumanEval/142/L8,HumanEval/142,L8,5,<=8,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
820,SingleLineInfilling/HumanEval/144/L0,HumanEval/144,L0,8,<=8,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
821,SingleLineInfilling/HumanEval/144/L1,HumanEval/144,L1,8,<=8,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
822,SingleLineInfilling/HumanEval/144/L2,HumanEval/144,L2,10,9-12,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
823,SingleLineInfilling/HumanEval/144/L3,HumanEval/144,L3,10,9-12,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
824,SingleLineInfilling/HumanEval/144/L4,HumanEval/144,L4,16,13-16,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
825,SingleLineInfilling/HumanEval/144/L5,HumanEval/144,L5,4,<=8,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
826,SingleLineInfilling/HumanEval/144/L6,HumanEval/144,L6,4,<=8,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
827,SingleLineInfilling/HumanEval/145/L0,HumanEval/145,L0,6,<=8,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
828,SingleLineInfilling/HumanEval/145/L1,HumanEval/145,L1,6,<=8,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
829,SingleLineInfilling/HumanEval/145/L2,HumanEval/145,L2,19,17-24,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
830,SingleLineInfilling/HumanEval/145/L3,HumanEval/145,L3,13,13-16,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
831,SingleLineInfilling/HumanEval/145/L4,HumanEval/145,L4,13,13-16,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
832,SingleLineInfilling/HumanEval/145/L5,HumanEval/145,L5,5,<=8,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
833,SingleLineInfilling/HumanEval/145/L6,HumanEval/145,L6,10,9-12,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
834,SingleLineInfilling/HumanEval/146/L1,HumanEval/146,L1,6,<=8,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
835,SingleLineInfilling/HumanEval/146/L2,HumanEval/146,L2,6,<=8,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
836,SingleLineInfilling/HumanEval/146/L3,HumanEval/146,L3,8,<=8,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
837,SingleLineInfilling/HumanEval/146/L4,HumanEval/146,L4,19,17-24,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
838,SingleLineInfilling/HumanEval/146/L5,HumanEval/146,L5,8,<=8,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
839,SingleLineInfilling/HumanEval/146/L6,HumanEval/146,L6,24,17-24,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
840,SingleLineInfilling/HumanEval/146/L7,HumanEval/146,L7,6,<=8,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
841,SingleLineInfilling/HumanEval/146/L9,HumanEval/146,L9,4,<=8,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
842,SingleLineInfilling/HumanEval/147/L0,HumanEval/147,L0,21,17-24,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
843,SingleLineInfilling/HumanEval/147/L1,HumanEval/147,L1,4,<=8,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
844,SingleLineInfilling/HumanEval/147/L2,HumanEval/147,L2,7,<=8,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
845,SingleLineInfilling/HumanEval/147/L3,HumanEval/147,L3,10,9-12,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
846,SingleLineInfilling/HumanEval/147/L4,HumanEval/147,L4,10,9-12,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
847,SingleLineInfilling/HumanEval/147/L5,HumanEval/147,L5,18,17-24,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
848,SingleLineInfilling/HumanEval/147/L6,HumanEval/147,L6,13,13-16,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
849,SingleLineInfilling/HumanEval/147/L7,HumanEval/147,L7,5,<=8,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
850,SingleLineInfilling/HumanEval/148/L0,HumanEval/148,L0,36,25+,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
851,SingleLineInfilling/HumanEval/148/L1,HumanEval/148,L1,22,17-24,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
852,SingleLineInfilling/HumanEval/148/L2,HumanEval/148,L2,3,<=8,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
853,SingleLineInfilling/HumanEval/148/L3,HumanEval/148,L3,12,9-12,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
854,SingleLineInfilling/HumanEval/148/L4,HumanEval/148,L4,12,9-12,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
855,SingleLineInfilling/HumanEval/148/L5,HumanEval/148,L5,10,9-12,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
856,SingleLineInfilling/HumanEval/148/L6,HumanEval/148,L6,17,17-24,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
857,SingleLineInfilling/HumanEval/148/L7,HumanEval/148,L7,3,<=8,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
858,SingleLineInfilling/HumanEval/148/L8,HumanEval/148,L8,17,17-24,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
859,SingleLineInfilling/HumanEval/150/L0,HumanEval/150,L0,7,<=8,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
860,SingleLineInfilling/HumanEval/150/L1,HumanEval/150,L1,4,<=8,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
861,SingleLineInfilling/HumanEval/150/L2,HumanEval/150,L2,10,9-12,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
862,SingleLineInfilling/HumanEval/150/L3,HumanEval/150,L3,9,9-12,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
863,SingleLineInfilling/HumanEval/150/L4,HumanEval/150,L4,4,<=8,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
864,SingleLineInfilling/HumanEval/150/L5,HumanEval/150,L5,3,<=8,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
865,SingleLineInfilling/HumanEval/150/L6,HumanEval/150,L6,3,<=8,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
866,SingleLineInfilling/HumanEval/150/L7,HumanEval/150,L7,4,<=8,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
867,SingleLineInfilling/HumanEval/151/L0,HumanEval/151,L0,29,25+,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
868,SingleLineInfilling/HumanEval/152/L0,HumanEval/152,L0,16,13-16,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
869,SingleLineInfilling/HumanEval/154/L0,HumanEval/154,L0,6,<=8,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
870,SingleLineInfilling/HumanEval/154/L1,HumanEval/154,L1,7,<=8,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
871,SingleLineInfilling/HumanEval/154/L2,HumanEval/154,L2,14,13-16,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
872,SingleLineInfilling/HumanEval/154/L3,HumanEval/154,L3,10,9-12,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
873,SingleLineInfilling/HumanEval/154/L4,HumanEval/154,L4,13,13-16,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
874,SingleLineInfilling/HumanEval/154/L5,HumanEval/154,L5,4,<=8,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
875,SingleLineInfilling/HumanEval/154/L6,HumanEval/154,L6,4,<=8,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
876,SingleLineInfilling/HumanEval/155/L0,HumanEval/155,L0,7,<=8,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
877,SingleLineInfilling/HumanEval/155/L1,HumanEval/155,L1,7,<=8,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
878,SingleLineInfilling/HumanEval/155/L2,HumanEval/155,L2,8,<=8,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
879,SingleLineInfilling/HumanEval/155/L3,HumanEval/155,L3,9,9-12,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
880,SingleLineInfilling/HumanEval/155/L4,HumanEval/155,L4,6,<=8,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
881,SingleLineInfilling/HumanEval/155/L5,HumanEval/155,L5,3,<=8,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
882,SingleLineInfilling/HumanEval/155/L6,HumanEval/155,L6,6,<=8,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
883,SingleLineInfilling/HumanEval/155/L7,HumanEval/155,L7,9,9-12,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
884,SingleLineInfilling/HumanEval/156/L0,HumanEval/156,L0,32,25+,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
885,SingleLineInfilling/HumanEval/156/L1,HumanEval/156,L1,28,25+,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
886,SingleLineInfilling/HumanEval/156/L2,HumanEval/156,L2,22,17-24,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
