manifest_index,source_config,task_id,prompt_id,row_id,task_group,prefix_len_chars,middle_len_chars,suffix_len_chars,prefix_len_tokens,middle_len_tokens,suffix_len_tokens,length_bucket,selected_canvas_metadata_available,control_fixed_canvas_tokens,deployable_policy,deployable_probe_lengths,oracle_canvas_tokens,frozen_controller_test_row,frozen_controller_test_exclusion_flag,row_key,official_full_allowed_note
1161,HumanEval-MultiLineInfilling,MultiLineInfilling/HumanEval/56/L1_L1,L1_L1,1199,HumanEval/56,362,23,150,105,7,42,short,False,64,cal_lite_length_power_alpha006,"3,4,5,6,7,8,9,10,11,12,13,14,15,16,20,24",7,False,included_not_frozen_controller_test,HumanEval-MultiLineInfilling:1199:MultiLineInfilling/HumanEval/56/L1_L1,all_official_rows_except_frozen_controller_test_groups
1162,HumanEval-MultiLineInfilling,MultiLineInfilling/HumanEval/56/L1_L2,L1_L2,1200,HumanEval/56,362,44,129,105,14,35,medium,False,64,cal_lite_length_power_alpha006,"3,4,5,6,7,8,9,10,11,12,13,14,15,16,20,24",14,False,included_not_frozen_controller_test,HumanEval-MultiLineInfilling:1200:MultiLineInfilling/HumanEval/56/L1_L2,all_official_rows_except_frozen_controller_test_groups
1163,HumanEval-MultiLineInfilling,MultiLineInfilling/HumanEval/56/L1_L3,L1_L3,1201,HumanEval/56,362,67,106,105,20,29,long,False,64,cal_lite_length_power_alpha006,"3,4,5,6,7,8,9,10,11,12,13,14,15,16,20,24",20,False,included_not_frozen_controller_test,HumanEval-MultiLineInfilling:1201:MultiLineInfilling/HumanEval/56/L1_L3,all_official_rows_except_frozen_controller_test_groups
1164,HumanEval-MultiLineInfilling,MultiLineInfilling/HumanEval/56/L1_L4,L1_L4,1202,HumanEval/56,362,81,92,105,24,25,long,False,64,cal_lite_length_power_alpha006,"3,4,5,6,7,8,9,10,11,12,13,14,15,16,20,24",24,False,included_not_frozen_controller_test,HumanEval-MultiLineInfilling:1202:MultiLineInfilling/HumanEval/56/L1_L4,all_official_rows_except_frozen_controller_test_groups
1165,HumanEval-MultiLineInfilling,MultiLineInfilling/HumanEval/56/L1_L5,L1_L5,1203,HumanEval/56,362,104,69,105,30,19,extreme,False,64,cal_lite_length_power_alpha006,"3,4,5,6,7,8,9,10,11,12,13,14,15,16,20,24",30,False,included_not_frozen_controller_test,HumanEval-MultiLineInfilling:1203:MultiLineInfilling/HumanEval/56/L1_L5,all_official_rows_except_frozen_controller_test_groups
1166,HumanEval-MultiLineInfilling,MultiLineInfilling/HumanEval/56/L1_L6,L1_L6,1204,HumanEval/56,362,126,47,105,38,11,extreme,False,64,cal_lite_length_power_alpha006,"3,4,5,6,7,8,9,10,11,12,13,14,15,16,20,24",38,False,included_not_frozen_controller_test,HumanEval-MultiLineInfilling:1204:MultiLineInfilling/HumanEval/56/L1_L6,all_official_rows_except_frozen_controller_test_groups
1167,HumanEval-MultiLineInfilling,MultiLineInfilling/HumanEval/56/L1_L7,L1_L7,1205,HumanEval/56,362,151,22,105,42,7,extreme,False,64,cal_lite_length_power_alpha006,"3,4,5,6,7,8,9,10,11,12,13,14,15,16,20,24",42,False,included_not_frozen_controller_test,HumanEval-MultiLineInfilling:1205:MultiLineInfilling/HumanEval/56/L1_L7,all_official_rows_except_frozen_controller_test_groups
1168,HumanEval-MultiLineInfilling,MultiLineInfilling/HumanEval/56/L1_L8,L1_L8,1206,HumanEval/56,362,173,0,105,49,0,extreme,False,64,cal_lite_length_power_alpha006,"3,4,5,6,7,8,9,10,11,12,13,14,15,16,20,24",49,False,included_not_frozen_controller_test,HumanEval-MultiLineInfilling:1206:MultiLineInfilling/HumanEval/56/L1_L8,all_official_rows_except_frozen_controller_test_groups
1169,HumanEval-MultiLineInfilling,MultiLineInfilling/HumanEval/56/L2_L2,L2_L2,1207,HumanEval/56,385,21,129,112,7,35,short,False,64,cal_lite_length_power_alpha006,"3,4,5,6,7,8,9,10,11,12,13,14,15,16,20,24",7,False,included_not_frozen_controller_test,HumanEval-MultiLineInfilling:1207:MultiLineInfilling/HumanEval/56/L2_L2,all_official_rows_except_frozen_controller_test_groups
1170,HumanEval-MultiLineInfilling,MultiLineInfilling/HumanEval/56/L2_L3,L2_L3,1208,HumanEval/56,385,44,106,112,13,29,medium,False,64,cal_lite_length_power_alpha006,"3,4,5,6,7,8,9,10,11,12,13,14,15,16,20,24",13,False,included_not_frozen_controller_test,HumanEval-MultiLineInfilling:1208:MultiLineInfilling/HumanEval/56/L2_L3,all_official_rows_except_frozen_controller_test_groups
1171,HumanEval-MultiLineInfilling,MultiLineInfilling/HumanEval/56/L2_L4,L2_L4,1209,HumanEval/56,385,58,92,112,17,25,long,False,64,cal_lite_length_power_alpha006,"3,4,5,6,7,8,9,10,11,12,13,14,15,16,20,24",17,False,included_not_frozen_controller_test,HumanEval-MultiLineInfilling:1209:MultiLineInfilling/HumanEval/56/L2_L4,all_official_rows_except_frozen_controller_test_groups
1172,HumanEval-MultiLineInfilling,MultiLineInfilling/HumanEval/56/L2_L5,L2_L5,1210,HumanEval/56,385,81,69,112,23,19,long,False,64,cal_lite_length_power_alpha006,"3,4,5,6,7,8,9,10,11,12,13,14,15,16,20,24",23,False,included_not_frozen_controller_test,HumanEval-MultiLineInfilling:1210:MultiLineInfilling/HumanEval/56/L2_L5,all_official_rows_except_frozen_controller_test_groups
1173,HumanEval-MultiLineInfilling,MultiLineInfilling/HumanEval/56/L2_L6,L2_L6,1211,HumanEval/56,385,103,47,112,31,11,extreme,False,64,cal_lite_length_power_alpha006,"3,4,5,6,7,8,9,10,11,12,13,14,15,16,20,24",31,False,included_not_frozen_controller_test,HumanEval-MultiLineInfilling:1211:MultiLineInfilling/HumanEval/56/L2_L6,all_official_rows_except_frozen_controller_test_groups
1174,HumanEval-MultiLineInfilling,MultiLineInfilling/HumanEval/56/L2_L7,L2_L7,1212,HumanEval/56,385,128,22,112,35,7,extreme,False,64,cal_lite_length_power_alpha006,"3,4,5,6,7,8,9,10,11,12,13,14,15,16,20,24",35,False,included_not_frozen_controller_test,HumanEval-MultiLineInfilling:1212:MultiLineInfilling/HumanEval/56/L2_L7,all_official_rows_except_frozen_controller_test_groups
1175,HumanEval-MultiLineInfilling,MultiLineInfilling/HumanEval/56/L2_L8,L2_L8,1213,HumanEval/56,385,150,0,112,42,0,extreme,False,64,cal_lite_length_power_alpha006,"3,4,5,6,7,8,9,10,11,12,13,14,15,16,20,24",42,False,included_not_frozen_controller_test,HumanEval-MultiLineInfilling:1213:MultiLineInfilling/HumanEval/56/L2_L8,all_official_rows_except_frozen_controller_test_groups
1176,HumanEval-MultiLineInfilling,MultiLineInfilling/HumanEval/56/L3_L3,L3_L3,1214,HumanEval/56,406,23,106,119,6,29,short,False,64,cal_lite_length_power_alpha006,"3,4,5,6,7,8,9,10,11,12,13,14,15,16,20,24",6,False,included_not_frozen_controller_test,HumanEval-MultiLineInfilling:1214:MultiLineInfilling/HumanEval/56/L3_L3,all_official_rows_except_frozen_controller_test_groups
1177,HumanEval-MultiLineInfilling,MultiLineInfilling/HumanEval/56/L3_L4,L3_L4,1215,HumanEval/56,406,37,92,119,10,25,medium,False,64,cal_lite_length_power_alpha006,"3,4,5,6,7,8,9,10,11,12,13,14,15,16,20,24",10,False,included_not_frozen_controller_test,HumanEval-MultiLineInfilling:1215:MultiLineInfilling/HumanEval/56/L3_L4,all_official_rows_except_frozen_controller_test_groups
1178,HumanEval-MultiLineInfilling,MultiLineInfilling/HumanEval/56/L3_L5,L3_L5,1216,HumanEval/56,406,60,69,119,16,19,medium,False,64,cal_lite_length_power_alpha006,"3,4,5,6,7,8,9,10,11,12,13,14,15,16,20,24",16,False,included_not_frozen_controller_test,HumanEval-MultiLineInfilling:1216:MultiLineInfilling/HumanEval/56/L3_L5,all_official_rows_except_frozen_controller_test_groups
1179,HumanEval-MultiLineInfilling,MultiLineInfilling/HumanEval/56/L3_L6,L3_L6,1217,HumanEval/56,406,82,47,119,24,11,long,False,64,cal_lite_length_power_alpha006,"3,4,5,6,7,8,9,10,11,12,13,14,15,16,20,24",24,False,included_not_frozen_controller_test,HumanEval-MultiLineInfilling:1217:MultiLineInfilling/HumanEval/56/L3_L6,all_official_rows_except_frozen_controller_test_groups
1180,HumanEval-MultiLineInfilling,MultiLineInfilling/HumanEval/56/L3_L7,L3_L7,1218,HumanEval/56,406,107,22,119,28,7,extreme,False,64,cal_lite_length_power_alpha006,"3,4,5,6,7,8,9,10,11,12,13,14,15,16,20,24",28,False,included_not_frozen_controller_test,HumanEval-MultiLineInfilling:1218:MultiLineInfilling/HumanEval/56/L3_L7,all_official_rows_except_frozen_controller_test_groups
1181,HumanEval-MultiLineInfilling,MultiLineInfilling/HumanEval/56/L3_L8,L3_L8,1219,HumanEval/56,406,129,0,119,35,0,extreme,False,64,cal_lite_length_power_alpha006,"3,4,5,6,7,8,9,10,11,12,13,14,15,16,20,24",35,False,included_not_frozen_controller_test,HumanEval-MultiLineInfilling:1219:MultiLineInfilling/HumanEval/56/L3_L8,all_official_rows_except_frozen_controller_test_groups
1182,HumanEval-MultiLineInfilling,MultiLineInfilling/HumanEval/56/L4_L4,L4_L4,1220,HumanEval/56,429,14,92,125,4,25,short,False,64,cal_lite_length_power_alpha006,"3,4,5,6,7,8,9,10,11,12,13,14,15,16,20,24",4,False,included_not_frozen_controller_test,HumanEval-MultiLineInfilling:1220:MultiLineInfilling/HumanEval/56/L4_L4,all_official_rows_except_frozen_controller_test_groups
1183,HumanEval-MultiLineInfilling,MultiLineInfilling/HumanEval/56/L4_L5,L4_L5,1221,HumanEval/56,429,37,69,125,10,19,medium,False,64,cal_lite_length_power_alpha006,"3,4,5,6,7,8,9,10,11,12,13,14,15,16,20,24",10,False,included_not_frozen_controller_test,HumanEval-MultiLineInfilling:1221:MultiLineInfilling/HumanEval/56/L4_L5,all_official_rows_except_frozen_controller_test_groups
1184,HumanEval-MultiLineInfilling,MultiLineInfilling/HumanEval/56/L4_L6,L4_L6,1222,HumanEval/56,429,59,47,125,18,11,long,False,64,cal_lite_length_power_alpha006,"3,4,5,6,7,8,9,10,11,12,13,14,15,16,20,24",18,False,included_not_frozen_controller_test,HumanEval-MultiLineInfilling:1222:MultiLineInfilling/HumanEval/56/L4_L6,all_official_rows_except_frozen_controller_test_groups
1185,HumanEval-MultiLineInfilling,MultiLineInfilling/HumanEval/56/L4_L7,L4_L7,1223,HumanEval/56,429,84,22,125,22,7,long,False,64,cal_lite_length_power_alpha006,"3,4,5,6,7,8,9,10,11,12,13,14,15,16,20,24",22,False,included_not_frozen_controller_test,HumanEval-MultiLineInfilling:1223:MultiLineInfilling/HumanEval/56/L4_L7,all_official_rows_except_frozen_controller_test_groups
1186,HumanEval-MultiLineInfilling,MultiLineInfilling/HumanEval/56/L4_L8,L4_L8,1224,HumanEval/56,429,106,0,125,29,0,extreme,False,64,cal_lite_length_power_alpha006,"3,4,5,6,7,8,9,10,11,12,13,14,15,16,20,24",29,False,included_not_frozen_controller_test,HumanEval-MultiLineInfilling:1224:MultiLineInfilling/HumanEval/56/L4_L8,all_official_rows_except_frozen_controller_test_groups
1187,HumanEval-MultiLineInfilling,MultiLineInfilling/HumanEval/56/L5_L5,L5_L5,1225,HumanEval/56,443,23,69,129,6,19,short,False,64,cal_lite_length_power_alpha006,"3,4,5,6,7,8,9,10,11,12,13,14,15,16,20,24",6,False,included_not_frozen_controller_test,HumanEval-MultiLineInfilling:1225:MultiLineInfilling/HumanEval/56/L5_L5,all_official_rows_except_frozen_controller_test_groups
1188,HumanEval-MultiLineInfilling,MultiLineInfilling/HumanEval/56/L5_L6,L5_L6,1226,HumanEval/56,443,45,47,129,14,11,medium,False,64,cal_lite_length_power_alpha006,"3,4,5,6,7,8,9,10,11,12,13,14,15,16,20,24",14,False,included_not_frozen_controller_test,HumanEval-MultiLineInfilling:1226:MultiLineInfilling/HumanEval/56/L5_L6,all_official_rows_except_frozen_controller_test_groups
1189,HumanEval-MultiLineInfilling,MultiLineInfilling/HumanEval/56/L5_L7,L5_L7,1227,HumanEval/56,443,70,22,129,18,7,long,False,64,cal_lite_length_power_alpha006,"3,4,5,6,7,8,9,10,11,12,13,14,15,16,20,24",18,False,included_not_frozen_controller_test,HumanEval-MultiLineInfilling:1227:MultiLineInfilling/HumanEval/56/L5_L7,all_official_rows_except_frozen_controller_test_groups
1190,HumanEval-MultiLineInfilling,MultiLineInfilling/HumanEval/56/L5_L8,L5_L8,1228,HumanEval/56,443,92,0,129,25,0,extreme,False,64,cal_lite_length_power_alpha006,"3,4,5,6,7,8,9,10,11,12,13,14,15,16,20,24",25,False,included_not_frozen_controller_test,HumanEval-MultiLineInfilling:1228:MultiLineInfilling/HumanEval/56/L5_L8,all_official_rows_except_frozen_controller_test_groups
1191,HumanEval-MultiLineInfilling,MultiLineInfilling/HumanEval/56/L6_L6,L6_L6,1229,HumanEval/56,466,22,47,135,8,11,short,False,64,cal_lite_length_power_alpha006,"3,4,5,6,7,8,9,10,11,12,13,14,15,16,20,24",8,False,included_not_frozen_controller_test,HumanEval-MultiLineInfilling:1229:MultiLineInfilling/HumanEval/56/L6_L6,all_official_rows_except_frozen_controller_test_groups
1192,HumanEval-MultiLineInfilling,MultiLineInfilling/HumanEval/56/L6_L7,L6_L7,1230,HumanEval/56,466,47,22,135,12,7,medium,False,64,cal_lite_length_power_alpha006,"3,4,5,6,7,8,9,10,11,12,13,14,15,16,20,24",12,False,included_not_frozen_controller_test,HumanEval-MultiLineInfilling:1230:MultiLineInfilling/HumanEval/56/L6_L7,all_official_rows_except_frozen_controller_test_groups
1193,HumanEval-MultiLineInfilling,MultiLineInfilling/HumanEval/56/L6_L8,L6_L8,1231,HumanEval/56,466,69,0,135,19,0,long,False,64,cal_lite_length_power_alpha006,"3,4,5,6,7,8,9,10,11,12,13,14,15,16,20,24",19,False,included_not_frozen_controller_test,HumanEval-MultiLineInfilling:1231:MultiLineInfilling/HumanEval/56/L6_L8,all_official_rows_except_frozen_controller_test_groups
1194,HumanEval-MultiLineInfilling,MultiLineInfilling/HumanEval/56/L7_L7,L7_L7,1232,HumanEval/56,488,25,22,143,4,7,short,False,64,cal_lite_length_power_alpha006,"3,4,5,6,7,8,9,10,11,12,13,14,15,16,20,24",4,False,included_not_frozen_controller_test,HumanEval-MultiLineInfilling:1232:MultiLineInfilling/HumanEval/56/L7_L7,all_official_rows_except_frozen_controller_test_groups
1195,HumanEval-MultiLineInfilling,MultiLineInfilling/HumanEval/56/L7_L8,L7_L8,1233,HumanEval/56,488,47,0,143,11,0,medium,False,64,cal_lite_length_power_alpha006,"3,4,5,6,7,8,9,10,11,12,13,14,15,16,20,24",11,False,included_not_frozen_controller_test,HumanEval-MultiLineInfilling:1233:MultiLineInfilling/HumanEval/56/L7_L8,all_official_rows_except_frozen_controller_test_groups
1196,HumanEval-MultiLineInfilling,MultiLineInfilling/HumanEval/56/L8_L8,L8_L8,1234,HumanEval/56,513,22,0,147,7,0,short,False,64,cal_lite_length_power_alpha006,"3,4,5,6,7,8,9,10,11,12,13,14,15,16,20,24",7,False,included_not_frozen_controller_test,HumanEval-MultiLineInfilling:1234:MultiLineInfilling/HumanEval/56/L8_L8,all_official_rows_except_frozen_controller_test_groups
1197,HumanEval-MultiLineInfilling,MultiLineInfilling/HumanEval/57/L0_L0,L0_L0,1235,HumanEval/57,244,55,37,89,17,8,long,False,64,cal_lite_length_power_alpha006,"3,4,5,6,7,8,9,10,11,12,13,14,15,16,20,24",17,False,included_not_frozen_controller_test,HumanEval-MultiLineInfilling:1235:MultiLineInfilling/HumanEval/57/L0_L0,all_official_rows_except_frozen_controller_test_groups
1198,HumanEval-MultiLineInfilling,MultiLineInfilling/HumanEval/57/L0_L1,L0_L1,1236,HumanEval/57,244,75,17,89,21,4,long,False,64,cal_lite_length_power_alpha006,"3,4,5,6,7,8,9,10,11,12,13,14,15,16,20,24",21,False,included_not_frozen_controller_test,HumanEval-MultiLineInfilling:1236:MultiLineInfilling/HumanEval/57/L0_L1,all_official_rows_except_frozen_controller_test_groups
1199,HumanEval-MultiLineInfilling,MultiLineInfilling/HumanEval/57/L0_L2,L0_L2,1237,HumanEval/57,244,92,0,89,25,0,extreme,False,64,cal_lite_length_power_alpha006,"3,4,5,6,7,8,9,10,11,12,13,14,15,16,20,24",25,False,included_not_frozen_controller_test,HumanEval-MultiLineInfilling:1237:MultiLineInfilling/HumanEval/57/L0_L2,all_official_rows_except_frozen_controller_test_groups
1200,HumanEval-MultiLineInfilling,MultiLineInfilling/HumanEval/57/L1_L1,L1_L1,1238,HumanEval/57,298,20,17,105,4,4,short,False,64,cal_lite_length_power_alpha006,"3,4,5,6,7,8,9,10,11,12,13,14,15,16,20,24",4,False,included_not_frozen_controller_test,HumanEval-MultiLineInfilling:1238:MultiLineInfilling/HumanEval/57/L1_L1,all_official_rows_except_frozen_controller_test_groups
1201,HumanEval-MultiLineInfilling,MultiLineInfilling/HumanEval/57/L1_L2,L1_L2,1239,HumanEval/57,298,37,0,105,8,0,short,False,64,cal_lite_length_power_alpha006,"3,4,5,6,7,8,9,10,11,12,13,14,15,16,20,24",8,False,included_not_frozen_controller_test,HumanEval-MultiLineInfilling:1239:MultiLineInfilling/HumanEval/57/L1_L2,all_official_rows_except_frozen_controller_test_groups
1202,HumanEval-MultiLineInfilling,MultiLineInfilling/HumanEval/57/L2_L2,L2_L2,1240,HumanEval/57,318,17,0,109,4,0,short,False,64,cal_lite_length_power_alpha006,"3,4,5,6,7,8,9,10,11,12,13,14,15,16,20,24",4,False,included_not_frozen_controller_test,HumanEval-MultiLineInfilling:1240:MultiLineInfilling/HumanEval/57/L2_L2,all_official_rows_except_frozen_controller_test_groups
1203,HumanEval-MultiLineInfilling,MultiLineInfilling/HumanEval/58/L0_L0,L0_L0,1241,HumanEval/58,235,16,122,128,6,41,short,False,64,cal_lite_length_power_alpha006,"3,4,5,6,7,8,9,10,11,12,13,14,15,16,20,24",6,False,included_not_frozen_controller_test,HumanEval-MultiLineInfilling:1241:MultiLineInfilling/HumanEval/58/L0_L0,all_official_rows_except_frozen_controller_test_groups
1204,HumanEval-MultiLineInfilling,MultiLineInfilling/HumanEval/58/L0_L1,L0_L1,1242,HumanEval/58,235,34,104,128,15,32,medium,False,64,cal_lite_length_power_alpha006,"3,4,5,6,7,8,9,10,11,12,13,14,15,16,20,24",15,False,included_not_frozen_controller_test,HumanEval-MultiLineInfilling:1242:MultiLineInfilling/HumanEval/58/L0_L1,all_official_rows_except_frozen_controller_test_groups
1205,HumanEval-MultiLineInfilling,MultiLineInfilling/HumanEval/58/L0_L2,L0_L2,1243,HumanEval/58,235,56,82,128,24,23,long,False,64,cal_lite_length_power_alpha006,"3,4,5,6,7,8,9,10,11,12,13,14,15,16,20,24",24,False,included_not_frozen_controller_test,HumanEval-MultiLineInfilling:1243:MultiLineInfilling/HumanEval/58/L0_L2,all_official_rows_except_frozen_controller_test_groups
1206,HumanEval-MultiLineInfilling,MultiLineInfilling/HumanEval/58/L0_L3,L0_L3,1244,HumanEval/58,235,81,57,128,33,14,extreme,False,64,cal_lite_length_power_alpha006,"3,4,5,6,7,8,9,10,11,12,13,14,15,16,20,24",33,False,included_not_frozen_controller_test,HumanEval-MultiLineInfilling:1244:MultiLineInfilling/HumanEval/58/L0_L3,all_official_rows_except_frozen_controller_test_groups
1207,HumanEval-MultiLineInfilling,MultiLineInfilling/HumanEval/58/L0_L4,L0_L4,1245,HumanEval/58,235,109,29,128,40,7,extreme,False,64,cal_lite_length_power_alpha006,"3,4,5,6,7,8,9,10,11,12,13,14,15,16,20,24",40,False,included_not_frozen_controller_test,HumanEval-MultiLineInfilling:1245:MultiLineInfilling/HumanEval/58/L0_L4,all_official_rows_except_frozen_controller_test_groups
1208,HumanEval-MultiLineInfilling,MultiLineInfilling/HumanEval/58/L0_L5,L0_L5,1246,HumanEval/58,235,138,0,128,47,0,extreme,False,64,cal_lite_length_power_alpha006,"3,4,5,6,7,8,9,10,11,12,13,14,15,16,20,24",47,False,included_not_frozen_controller_test,HumanEval-MultiLineInfilling:1246:MultiLineInfilling/HumanEval/58/L0_L5,all_official_rows_except_frozen_controller_test_groups
1209,HumanEval-MultiLineInfilling,MultiLineInfilling/HumanEval/58/L1_L1,L1_L1,1247,HumanEval/58,250,18,104,133,9,32,medium,False,64,cal_lite_length_power_alpha006,"3,4,5,6,7,8,9,10,11,12,13,14,15,16,20,24",9,False,included_not_frozen_controller_test,HumanEval-MultiLineInfilling:1247:MultiLineInfilling/HumanEval/58/L1_L1,all_official_rows_except_frozen_controller_test_groups
1210,HumanEval-MultiLineInfilling,MultiLineInfilling/HumanEval/58/L1_L2,L1_L2,1248,HumanEval/58,250,40,82,133,18,23,long,False,64,cal_lite_length_power_alpha006,"3,4,5,6,7,8,9,10,11,12,13,14,15,16,20,24",18,False,included_not_frozen_controller_test,HumanEval-MultiLineInfilling:1248:MultiLineInfilling/HumanEval/58/L1_L2,all_official_rows_except_frozen_controller_test_groups
1211,HumanEval-MultiLineInfilling,MultiLineInfilling/HumanEval/58/L1_L3,L1_L3,1249,HumanEval/58,250,65,57,133,27,14,extreme,False,64,cal_lite_length_power_alpha006,"3,4,5,6,7,8,9,10,11,12,13,14,15,16,20,24",27,False,included_not_frozen_controller_test,HumanEval-MultiLineInfilling:1249:MultiLineInfilling/HumanEval/58/L1_L3,all_official_rows_except_frozen_controller_test_groups
1212,HumanEval-MultiLineInfilling,MultiLineInfilling/HumanEval/58/L1_L4,L1_L4,1250,HumanEval/58,250,93,29,133,34,7,extreme,False,64,cal_lite_length_power_alpha006,"3,4,5,6,7,8,9,10,11,12,13,14,15,16,20,24",34,False,included_not_frozen_controller_test,HumanEval-MultiLineInfilling:1250:MultiLineInfilling/HumanEval/58/L1_L4,all_official_rows_except_frozen_controller_test_groups
1213,HumanEval-MultiLineInfilling,MultiLineInfilling/HumanEval/58/L1_L5,L1_L5,1251,HumanEval/58,250,122,0,133,41,0,extreme,False,64,cal_lite_length_power_alpha006,"3,4,5,6,7,8,9,10,11,12,13,14,15,16,20,24",41,False,included_not_frozen_controller_test,HumanEval-MultiLineInfilling:1251:MultiLineInfilling/HumanEval/58/L1_L5,all_official_rows_except_frozen_controller_test_groups
1214,HumanEval-MultiLineInfilling,MultiLineInfilling/HumanEval/58/L2_L2,L2_L2,1252,HumanEval/58,268,22,82,142,9,23,medium,False,64,cal_lite_length_power_alpha006,"3,4,5,6,7,8,9,10,11,12,13,14,15,16,20,24",9,False,included_not_frozen_controller_test,HumanEval-MultiLineInfilling:1252:MultiLineInfilling/HumanEval/58/L2_L2,all_official_rows_except_frozen_controller_test_groups
